,x,y,z,User,Model,Device,gt
28078,3.1387985,0.49200845,8.90643,d,s3mini,s3mini_1,1
75534,1.6615448,0.29455566,9.677628,h,nexus4,nexus4_2,1
98420,-4.443583,0.612908,4.137129,c,samsungold,samsungold_1,2
79554,-7.967803999999999,0.4596810000000001,6.12908,a,samsungold,samsungold_1,5
32507,-2.451632,-1.225816,7.967803999999999,g,samsungold,samsungold_2,3
8525,-5.3247046,1.3886370000000001,8.034941,h,s3,s3_1,4
122028,-16.936295,2.50354,13.043472,c,nexus4,nexus4_2,5
48835,1.5090332,0.35957336,10.243164,h,nexus4,nexus4_1,1
128811,-2.5462333999999998,1.8519150000000002,8.996213000000003,g,s3mini,s3mini_1,4
84439,-1.4496002000000001,-1.8453979999999999,8.8433075,f,nexus4,nexus4_2,3
20034,-2.3043213,-0.12959289999999998,8.429321,b,nexus4,nexus4_1,2
92487,4.7368164,1.6080780000000001,8.99823,g,nexus4,nexus4_1,1
55023,-2.9279785,0.18818665,8.276978,f,nexus4,nexus4_1,3
56428,-0.9193620000000001,1.685497,9.653300999999999,b,samsungold,samsungold_1,4
79014,-1.5568848,0.22032166,10.042023,f,nexus4,nexus4_1,4
135103,-4.8937483,-2.0590134,9.739613,e,s3,s3_2,5
49583,0.45826720000000004,-1.1550903000000001,9.797836,i,nexus4,nexus4_2,3
27581,-3.5051112,0.92895025,10.639832499999999,e,s3,s3_1,2
104497,-1.0915222,-0.4497528,8.367432,i,nexus4,nexus4_1,5
94982,-1.6531220000000002,-0.15414429,9.530045,f,nexus4,nexus4_2,4
13684,-1.1260376,-2.0446014,10.505005,f,nexus4,nexus4_1,3
3059,-3.9815574000000002,0.8595184000000001,8.816647999999997,d,s3mini,s3mini_1,4
135794,-4.691665599999999,0.08984375,6.6652679999999975,c,nexus4,nexus4_2,5
121617,-8.381409,2.7863617,7.3795776,a,nexus4,nexus4_1,3
43546,-2.384625,-0.17238252,9.528922999999999,e,s3,s3_1,4
19007,-2.4695892,-1.4407348999999998,7.1615753,c,nexus4,nexus4_2,5
84121,-9.030928999999999,1.9919758,14.413094500000001,h,s3,s3_1,2
13752,-0.07136536,-1.3788452,8.387466,e,nexus4,nexus4_2,0
7962,-5.027823400000001,0.21068975,9.14585,c,s3,s3_1,5
116661,3.8431550000000003,-0.46954346,8.937332000000003,e,nexus4,nexus4_2,1
43035,-2.1186523,-0.6294708000000001,8.219849,b,nexus4,nexus4_1,3
128167,-5.604706,4.1955414000000015,8.833984,g,nexus4,nexus4_1,3
103268,-12.986237,5.5368805,12.793732,a,nexus4,nexus4_1,3
81781,4.000091599999998,-0.18434143,9.488586,e,nexus4,nexus4_1,1
80743,6.123171,-0.7577648,7.2436570000000025,a,s3mini,s3mini_1,4
7058,8.034988,-0.5409546,5.7155,f,nexus4,nexus4_2,1
117076,-2.3197937,-0.8056183000000001,11.915375,i,nexus4,nexus4_1,2
116016,-2.604859,1.685497,9.346847,g,samsungold,samsungold_2,4
125326,-0.993927,1.7604218,10.702575999999999,b,nexus4,nexus4_1,5
123692,-2.6947021,-0.065322876,9.877777,e,nexus4,nexus4_1,4
2592,-3.0262709,-1.0342950999999998,9.126697,c,s3,s3_2,4
49638,5.4675902999999995,0.66545105,8.783997,i,nexus4,nexus4_1,1
40202,-2.0401,-0.2771759,7.9175415,g,nexus4,nexus4_1,2
30077,-1.8387240000000002,3.370994,7.5081229999999985,b,samsungold,samsungold_2,3
119213,-4.4143524,-1.1610413,12.831619,g,nexus4,nexus4_2,5
115927,-1.7162018,-0.16604614,10.240585000000001,f,nexus4,nexus4_2,2
114195,3.3686419,0.18794483,8.815451,e,s3mini,s3mini_1,1
51320,1.9791564999999998,-3.1217194,8.213898,e,nexus4,nexus4_1,0
12650,-8.820239,4.232949,9.595961,a,s3,s3_2,3
108275,-1.7865906000000005,1.7128143,9.843262,g,nexus4,nexus4_1,4
78820,-5.2385135,1.3670892,8.161833999999999,g,s3mini,s3mini_1,3
71901,-2.3175871,0.08619126,9.184157,d,s3,s3_2,4
92919,0.046463013,0.9075011999999999,10.366745,b,nexus4,nexus4_2,0
34137,-3.2968156000000004,-4.559757,7.444770299999999,h,s3mini,s3mini_1,3
115161,-2.4037786,-0.24899697,9.634267999999999,i,s3,s3_1,2
96807,-2.110321,2.0746307,9.524291999999999,i,nexus4,nexus4_1,0
100023,-0.02154541,3.3933562999999998,8.309113,b,nexus4,nexus4_1,0
15086,-1.5269622999999999,2.9034424,11.522414999999999,g,nexus4,nexus4_2,5
27839,-4.290356,0.4596810000000001,8.580712,h,samsungold,samsungold_1,4
123863,-0.9356078999999999,-1.3316803,10.02298,c,nexus4,nexus4_1,1
110913,-4.033661,-0.8556060999999999,10.954895,g,nexus4,nexus4_1,3
132292,-1.225816,-2.451632,9.806528,h,samsungold,samsungold_1,0
30187,9.299988,0.9487152,3.969696,b,nexus4,nexus4_1,1
7519,-1.8387240000000002,1.379043,5.8226260000000005,g,samsungold,samsungold_2,5
124512,-9.19362,6.588761,15.169473000000002,h,samsungold,samsungold_2,2
57376,-0.9193620000000001,0.153227,7.048442,f,samsungold,samsungold_2,2
133744,0.54634094,-2.8677672999999997,11.329605,f,nexus4,nexus4_2,2
99726,7.048442,-1.072589,7.048442,f,samsungold,samsungold_2,1
24258,-1.7896657999999999,0.8738836,4.972757,b,s3mini,s3mini_1,5
21156,-2.770874,0.96180725,11.526183999999999,b,nexus4,nexus4_1,3
111508,-5.7510986,-0.2938385,9.2838745,a,nexus4,nexus4_1,0
35758,-3.6236242999999995,-0.015562311,8.799889,e,s3mini,s3mini_1,4
64741,-0.5105438,-0.60046387,9.707382,i,nexus4,nexus4_2,4
112759,-4.7845,-1.1919861,7.2460785,d,nexus4,nexus4_2,3
110954,-3.8456116000000002,-0.9115448,5.2431946,c,nexus4,nexus4_1,2
4523,0.0,1.8387240000000002,8.427485,f,samsungold,samsungold_2,5
74350,-1.8852081000000005,1.4264221000000001,9.445541,g,nexus4,nexus4_2,4
125064,-4.750037,-1.379043,9.19362,c,samsungold,samsungold_1,5
65505,-1.3491327,-0.48602295,6.1279593,i,s3mini,s3mini_1,2
78365,-0.76405334,-0.023223877,10.007309,i,nexus4,nexus4_2,0
13610,-4.290356,-0.306454,7.201669,d,samsungold,samsungold_1,3
91561,-2.3138428,-0.5259246999999999,6.8796997000000015,d,nexus4,nexus4_1,3
84252,1.3215994,0.59376204,9.586383999999999,h,s3,s3_1,1
55234,-2.6363830000000004,-1.2971648999999998,9.599274000000001,c,nexus4,nexus4_1,4
7786,5.3213654,0.26480103,8.21846,i,nexus4,nexus4_2,1
68941,-6.12908,1.072589,13.943657,h,samsungold,samsungold_2,5
121624,-1.4912566999999999,-0.23150635,9.362228,b,nexus4,nexus4_2,4
41314,-2.6566162,-1.079361,9.733765,c,nexus4,nexus4_1,4
65009,-5.0601454000000015,-0.11611878,14.129381,i,s3mini,s3mini_1,5
58240,-2.8195037999999997,1.3883362,5.0513763,f,nexus4,nexus4_2,2
32044,7.397049000000001,-0.7623291,6.4724580000000005,f,nexus4,nexus4_2,1
65793,-0.55101013,-0.6552124,9.714523,i,nexus4,nexus4_2,4
63377,-0.5083313,-0.09031677,10.258636,i,nexus4,nexus4_1,4
134252,-1.6043243,-0.34695435,9.555038,f,nexus4,nexus4_2,4
109580,1.3497162,-2.82016,8.189896000000001,f,nexus4,nexus4_2,5
57274,-5.7510986,1.2248383,7.8508910000000025,a,nexus4,nexus4_1,5
19261,-1.1676941,0.0001373291,11.077484,f,nexus4,nexus4_1,0
90392,-5.5438385000000014,-1.3728943,7.5924225000000005,b,nexus4,nexus4_2,3
56656,0.20237732,-0.12319946,10.194168,i,nexus4,nexus4_2,0
103160,-8.207322999999999,2.528277,4.2521024,c,s3,s3_1,3
123849,-1.6472107,0.34476504,9.289502,i,s3,s3_1,2
125986,-3.06454,0.4596810000000001,10.572663,b,samsungold,samsungold_1,3
81489,-2.5505218999999997,-0.33148193,9.351517,d,nexus4,nexus4_2,4
9641,-5.068525,2.4229321,5.7819970000000005,g,s3mini,s3mini_1,5
46401,0.2777274,-0.038307227,6.8282633000000015,i,s3,s3_1,2
5997,-4.290356,-0.612908,9.040393,c,samsungold,samsungold_1,0
98499,5.8226260000000005,0.153227,9.959755,c,samsungold,samsungold_2,0
73077,-1.6390076,1.4164581,10.074158,b,nexus4,nexus4_1,4
26697,-6.0908489999999995,1.4556746,6.5505357,g,s3,s3_2,5
38943,-2.9563751,-0.25054932,9.238449000000001,d,nexus4,nexus4_2,4
48335,3.8098297,-0.49334717,8.962326,e,nexus4,nexus4_2,1
116732,4.6594543,1.5473785,8.982758,g,nexus4,nexus4_1,1
46495,4.6142273000000005,1.6223602,9.113678,g,nexus4,nexus4_1,1
326,-1.3448639,-0.46121216,9.136092999999999,f,nexus4,nexus4_2,0
58716,-9.4655,3.8282165999999997,10.202499000000001,h,nexus4,nexus4_2,3
90109,-2.758086,0.153227,12.25816,g,samsungold,samsungold_2,0
118908,-5.394043,1.9306183000000001,12.020111,e,nexus4,nexus4_1,5
91855,1.1257935,-0.84013367,12.828247,e,nexus4,nexus4_1,0
15044,-1.9728221999999997,-1.283292,14.001291,f,s3,s3_2,2
13674,-6.8447113,-3.4854736000000006,9.902573,c,nexus4,nexus4_2,2
84823,-5.085284,2.4708161,7.4028716,h,s3,s3_2,2
91381,-9.564836,0.6895300999999999,13.184869,d,s3mini,s3mini_1,5
44163,-6.161544999999999,0.6028137,7.6233673,a,nexus4,nexus4_2,4
101227,-4.443583,0.306454,5.209718,d,samsungold,samsungold_2,2
96678,0.022659302000000003,-0.13391113,6.1546783,i,nexus4,nexus4_2,2
12590,-2.904007,0.95510864,7.4436493000000015,b,nexus4,nexus4_2,2
26701,1.2174516000000002,0.35075054,9.388862,h,s3mini,s3mini_1,1
83342,-2.27928,-0.10534488,9.481038999999999,e,s3,s3_1,4
21250,-3.8893807000000002,1.3431472,7.931989999999999,f,s3mini,s3mini_1,3
115369,-1.6900177,1.8691711,14.618088,f,nexus4,nexus4_2,2
59018,-1.8185577000000002,1.3930969,9.388411999999999,g,nexus4,nexus4_2,4
17814,-0.29631042,0.50878906,9.624069,b,nexus4,nexus4_2,0
17502,-3.7924154000000003,-2.72939,7.6039850000000015,f,s3,s3_2,3
83622,-1.53227,1.072589,9.500074,g,samsungold,samsungold_1,4
73676,-2.4995465,-0.93852705,9.222465,g,s3,s3_2,0
79895,-2.7423096,-0.0010528564,9.7659,d,nexus4,nexus4_1,4
89731,9.046491,0.49440265,3.5829230000000005,b,s3mini,s3mini_1,1
123693,-5.5509796,2.388092,8.15419,h,nexus4,nexus4_2,5
83370,-3.8786068,-0.038307227,4.635174299999999,h,s3,s3_2,5
88939,-0.830788,2.7485435000000003,7.20535,g,s3mini,s3mini_1,5
93992,4.2180634,1.1764832,8.361282000000001,g,nexus4,nexus4_2,1
54647,1.4173675,0.79487497,9.490616000000001,h,s3,s3_1,1
58158,4.5654297,1.6033173,9.058929,g,nexus4,nexus4_1,1
47137,0.5554548,-1.4652513999999999,9.126697,i,s3,s3_1,5
16884,5.133168,0.8714894,7.8817119999999985,i,s3,s3_2,1
132404,0.38307226,-1.8770541,8.619126,i,s3,s3_2,5
115899,-0.153227,-1.685497,10.266209,g,samsungold,samsungold_1,0
32560,-3.0753937000000002,-0.25531006,10.252487,d,nexus4,nexus4_2,5
129872,-1.0104218,0.46951294,11.228439,b,nexus4,nexus4_2,5
84415,-2.451632,2.298405,8.887166,f,samsungold,samsungold_2,2
127592,-3.0262709,-1.3503298000000001,6.291962,e,s3,s3_2,2
76655,-6.6941880000000005,1.733402,8.523358,c,s3,s3_1,5
45001,1.6950948000000001,0.6799533,9.184157,h,s3,s3_2,1
6537,-1.122467,-0.09864807,9.250549000000001,d,nexus4,nexus4_1,0
33042,-1.0700988999999999,4.4466705,9.76828,e,nexus4,nexus4_1,2
49563,-2.4031067000000004,-0.94963074,9.600464,g,nexus4,nexus4_1,0
83412,-1.487854,0.03227234,10.095581,f,nexus4,nexus4_1,4
66182,-0.766135,0.0,4.903264,e,samsungold,samsungold_1,5
58089,-12.520874000000001,-0.06413269,7.6057130000000015,c,nexus4,nexus4_1,2
102899,-5.506664,0.4405331,10.113108,c,s3,s3_2,3
24145,-4.941632299999998,2.767697,8.1881695,d,s3,s3_1,5
133525,-6.5685883,-1.1634216,9.790695,e,nexus4,nexus4_2,5
49994,-1.9353638,-1.4126128999999998,8.219849,e,nexus4,nexus4_1,2
24908,-1.5818787,-0.2117157,10.115814,i,nexus4,nexus4_1,0
21807,9.15423,0.15801731,3.5146879999999996,b,s3mini,s3mini_1,1
42619,-0.9732430000000001,-0.10295067,9.433155000000001,i,s3mini,s3mini_1,4
77759,7.576767,-0.723053,6.2248993,f,nexus4,nexus4_2,1
36792,-3.1316159,1.0151415000000001,11.070788,g,s3,s3_1,2
116701,-7.929596000000001,-0.545878,10.132261,h,s3,s3_2,2
39704,-3.4826050000000004,2.4816742,10.377655,e,nexus4,nexus4_1,5
33561,-0.9672575000000001,-1.5514427,9.356541,c,s3,s3_2,1
69819,-4.443583,0.153227,9.040393,c,samsungold,samsungold_1,0
28863,-2.8184814,-1.8220366999999997,10.756134,g,nexus4,nexus4_1,0
127604,-4.916778599999999,-1.3352509,7.26651,c,nexus4,nexus4_1,3
25716,0.31544495,-0.7135315,9.784744,a,nexus4,nexus4_2,1
33253,3.1974563999999996,0.45370123,8.9040365,d,s3mini,s3mini_1,1
105651,-0.82360536,0.047884032,9.528922999999999,i,s3,s3_2,4
129382,-2.8064117000000004,-1.3919373,9.345566,c,nexus4,nexus4_2,4
18483,-0.8606261999999999,-1.3007355,10.117004,c,nexus4,nexus4_1,1
19577,-4.6639050000000015,0.7469909,8.590396,d,s3,s3_1,3
121857,-2.1208649,-0.35647583,9.443161,d,nexus4,nexus4_2,4
48476,1.484405,0.5363011999999999,9.279925,h,s3,s3_2,1
94919,1.7310078000000002,-0.260968,9.26556,h,s3mini,s3mini_1,1
2619,-2.450714,-0.9770049999999999,9.780182,c,nexus4,nexus4_1,4
34926,4.8542438,-0.5686229,9.3661175,c,s3mini,s3mini_1,0
19339,3.9743748,0.13407529999999998,8.992621,e,s3,s3_1,1
37188,-6.244858,0.4230957,7.626938000000001,a,nexus4,nexus4_2,4
134644,4.171646,1.0681763000000002,9.712143,e,nexus4,nexus4_2,0
11286,-10.572663,3.217767,4.443583,h,samsungold,samsungold_1,5
37359,-3.8211459999999997,3.0166939999999998,4.1180267,h,s3,s3_2,2
90525,-5.2636523,-0.7074866,8.388085,g,s3mini,s3mini_1,5
38396,-6.1593323,-0.5913849,12.097472999999999,i,nexus4,nexus4_1,3
4818,-2.364853,-0.27911377,6.5652924,e,nexus4,nexus4_2,5
47272,-9.806528,-1.8387240000000002,11.492025,h,samsungold,samsungold_1,3
14555,1.7293854,0.024383545,9.697861,h,nexus4,nexus4_2,1
77944,-0.061052144,-0.04070143,9.961076,b,s3mini,s3mini_1,0
101162,-5.516172,2.298405,7.66135,d,samsungold,samsungold_1,5
135686,-6.0621184999999995,0.11492168,7.6039850000000015,a,s3,s3_1,4
2442,-6.1674957,-0.46002197,5.453659,a,nexus4,nexus4_2,2
88480,0.29164124,-0.7539978,9.790695,a,nexus4,nexus4_2,1
110874,3.8594532,0.076614454,8.667010000000001,e,s3,s3_2,1
38277,-5.777115,1.1764832,5.755966,c,nexus4,nexus4_2,3
38663,-2.661377,1.0046539,10.928711,b,nexus4,nexus4_1,3
64872,-3.370994,-3.524221,13.637203,i,samsungold,samsungold_1,5
52455,3.7636849999999997,0.58418524,9.011775,d,s3,s3_1,1
129694,8.125275,0.012039185,6.277466,f,nexus4,nexus4_1,1
88914,-7.132736,0.8515625,7.3353424,a,nexus4,nexus4_2,5
112619,-2.892105,-0.27435303,9.325333,d,nexus4,nexus4_2,4
9481,-0.50476074,-1.2626495,10.653777999999999,i,nexus4,nexus4_1,0
59794,-1.0854034,-0.6635437,9.195602000000001,d,nexus4,nexus4_2,0
94040,-3.1411927000000004,-0.45010993,13.675679999999998,d,s3,s3_2,3
86981,-1.072589,1.53227,9.346847,g,samsungold,samsungold_1,4
109370,-6.2345014,0.22026655,7.4986396,a,s3,s3_1,4
59985,-4.374054,0.18818665,6.4678955,a,nexus4,nexus4_1,2
89568,5.695806,-0.107739076,7.1454949999999995,c,s3mini,s3mini_1,5
100302,-4.952483999999999,-0.03437805,8.566193,c,nexus4,nexus4_1,0
128648,4.031204,0.0362854,8.632645,d,nexus4,nexus4_2,1
23381,-5.9677124,1.4652557,10.425262,f,nexus4,nexus4_1,3
26927,-1.6184803,0.8810662,7.4028716,e,s3,s3_2,2
123495,-4.9558870000000015,1.7537231,8.654067999999999,h,nexus4,nexus4_2,4
72860,-0.7093048000000001,1.7049255,9.540756,b,nexus4,nexus4_2,4
116493,-2.604859,-1.8387240000000002,8.733939,i,samsungold,samsungold_2,2
133302,3.6679169999999996,0.641646,8.7053175,d,s3,s3_2,1
55967,-8.1079645,1.8962077000000002,7.064092,a,s3mini,s3mini_2,5
75330,-4.750037,1.379043,8.274258,h,samsungold,samsungold_1,4
32339,7.814577000000001,-0.9193620000000001,6.741988,f,samsungold,samsungold_1,1
38979,7.3418193,-0.30765492,6.117185,f,s3mini,s3mini_1,1
83615,-0.4596810000000001,-1.9919509999999998,9.806528,c,samsungold,samsungold_1,1
115439,-2.7778473,-0.41598509999999994,9.378891000000001,e,nexus4,nexus4_2,4
4658,-2.298405,1.8387240000000002,9.346847,g,samsungold,samsungold_2,4
13700,-0.92176765,0.50278234,9.812635,e,s3mini,s3mini_1,5
41219,-2.160141,1.4859314,9.453873,g,nexus4,nexus4_2,4
126293,-0.8914032,0.94558716,9.369369500000001,d,nexus4,nexus4_2,0
121618,-2.0936584,2.4757233,8.643555000000001,c,nexus4,nexus4_1,0
69924,-5.1595764000000015,0.17033386,9.038696,h,nexus4,nexus4_1,5
13822,-2.1779938,0.14816284,12.238907000000001,f,nexus4,nexus4_2,0
93100,-1.072589,-1.8387240000000002,9.500074,h,samsungold,samsungold_1,0
91932,-0.6991069000000001,-0.12449849,4.7405194999999996,b,s3,s3_1,2
86361,4.6665955000000015,1.537857,8.974426,g,nexus4,nexus4_1,1
40016,-1.4652405000000002,0.100112915,10.133666999999999,f,nexus4,nexus4_1,4
61010,-1.5590973,-0.38146973,9.666916,f,nexus4,nexus4_2,4
108502,-1.4077905000000002,0.5746084,9.500193,b,s3,s3_1,4
43699,-2.6144682999999995,1.436521,6.1866174,g,s3,s3_2,2
84236,-0.93493575,0.30526072,8.985439,i,s3mini,s3mini_1,3
31681,4.973954,-0.59256494,6.9012866,a,s3mini,s3mini_1,5
22023,-3.0410461,-0.7556305,9.718292,c,nexus4,nexus4_1,4
8062,-6.341263,4.0650635,4.217056299999999,h,nexus4,nexus4_2,3
106653,4.462791999999999,1.685518,8.552089,g,s3,s3_1,1
44910,-4.8362875,3.7732617999999993,9.730036,b,s3,s3_1,5
31567,-1.225816,3.217767,10.572663,b,samsungold,samsungold_2,3
56772,-3.0262709,0.047884032,9.232041,e,s3,s3_1,4
93760,-2.8575897,-0.29101563,9.365799,d,nexus4,nexus4_2,4
399,-2.219425,-0.9923966000000001,10.915166000000001,g,s3mini,s3mini_1,0
2633,-5.715393,0.5392914000000001,8.338867,a,nexus4,nexus4_1,4
46499,-3.5972881,0.33877954,8.742428,d,s3mini,s3mini_1,4
70695,1.685497,0.766135,9.959755,h,samsungold,samsungold_2,1
34172,-1.4305573,-1.7930297999999998,8.834976,b,nexus4,nexus4_2,0
35651,-1.6723328000000002,-0.4176178,6.2489014,f,nexus4,nexus4_1,5
39096,-2.758086,-0.4596810000000001,12.717841,g,samsungold,samsungold_2,0
76523,-0.551178,2.6363982999999998,7.3224487000000025,d,nexus4,nexus4_1,0
44010,4.8094177,0.008468628,14.781342,i,nexus4,nexus4_1,5
101538,1.6663644,0.58418524,9.251195,h,s3,s3_2,1
73525,-11.951706,-0.306454,14.863019,e,samsungold,samsungold_1,3
127166,-0.2777274,-2.4708161,7.3549875999999985,h,s3,s3_1,0
47845,-6.1805879999999975,0.67422485,9.155136,h,nexus4,nexus4_2,3
37815,4.3957543,1.2449848999999995,8.37013,g,s3,s3_2,1
79339,8.651448,0.17956513,4.2963949999999995,b,s3mini,s3mini_1,1
102647,-3.6516113,3.9087067,16.928435999999998,b,nexus4,nexus4_1,5
24528,-6.5842285,1.331955,7.568817,a,nexus4,nexus4_1,4
109656,1.6091766,0.07437134,9.712143,h,nexus4,nexus4_2,1
53850,-2.3220062,1.7703857,7.3472443,b,nexus4,nexus4_2,0
116028,-2.8565674,-1.1959991,9.6302185,c,nexus4,nexus4_1,4
71703,-6.6654577,1.5610195,8.743625,c,s3,s3_2,5
23444,4.290356,1.379043,9.19362,g,samsungold,samsungold_2,1
82860,-3.370994,-0.766135,6.12908,b,samsungold,samsungold_1,3
77912,-5.362945,-0.4596810000000001,13.177522,i,samsungold,samsungold_2,3
41087,-2.7446900000000003,-0.04508972,9.806366,d,nexus4,nexus4_1,4
65804,-0.4596810000000001,-3.06454,7.66135,h,samsungold,samsungold_1,0
51808,-1.352724,-0.24181437,8.972271000000003,i,s3mini,s3mini_1,0
24364,0.25950623,-3.4354858,7.615036,h,nexus4,nexus4_2,0
1146,-0.21068975,0.6512229,7.019799000000001,i,s3,s3_2,5
27411,-4.2096405,-1.4752502,8.09111,f,nexus4,nexus4_2,3
76927,-2.7868507,-0.7757214,9.107543,c,s3,s3_2,4
2756,-2.2565459999999997,-0.31481934,10.481003,h,nexus4,nexus4_2,0
40815,-1.1492168,0.41180268,9.979032499999999,i,s3,s3_1,2
60785,-5.3188934,0.8753662,6.346298,h,nexus4,nexus4_2,2
51577,-8.123527000000001,-0.61291564,6.1973910000000005,h,s3mini,s3mini_1,2
37699,-3.0730133,-0.6802063,5.308456400000002,a,nexus4,nexus4_2,5
68102,-2.451632,0.9193620000000001,9.959755,b,samsungold,samsungold_2,0
119265,-1.7020874,-1.5590057,6.313171400000001,e,nexus4,nexus4_1,2
33255,-2.4744074,-1.376666,9.835381,h,s3mini,s3mini_1,0
84476,-4.090622,-1.9394226000000003,10.4084015,i,nexus4,nexus4_2,3
127179,4.7357309999999995,0.533907,8.178593,i,s3mini,s3mini_1,1
125855,-5.6886234,0.076614454,9.797073,c,s3,s3_1,2
81961,-2.145178,2.145178,11.185571000000001,g,samsungold,samsungold_2,5
64300,-2.3708037999999996,-2.1203307999999996,9.497910000000001,e,nexus4,nexus4_2,2
23669,-2.2732086,-1.1229552999999999,9.334854,e,nexus4,nexus4_2,4
87136,3.9215392999999996,0.30958557,9.552856,d,nexus4,nexus4_1,1
53286,-2.776657,-0.2672119,9.405075,d,nexus4,nexus4_2,4
103159,-10.698532,0.7837219,14.112259,h,nexus4,nexus4_2,2
12728,7.8972745,-0.6655880999999999,10.901997999999999,a,s3mini,s3mini_1,5
22399,0.4915924,-2.1060486000000003,8.425552,e,nexus4,nexus4_2,0
48529,-4.2858124,1.1657715,8.700485,h,nexus4,nexus4_2,4
68979,-1.4188232,-0.15458679,6.7702026,b,nexus4,nexus4_1,5
26252,0.22125244,1.3676605,10.159851,g,nexus4,nexus4_1,0
88734,-5.4779334,1.4939818,11.348516,g,s3,s3_2,2
97601,-4.6297760000000014,0.34335327,8.6635895,a,nexus4,nexus4_2,0
123342,-2.099715,0.6667852,9.097966,i,s3mini,s3mini_1,0
2298,-4.9608154,0.57618713,10.166992,a,nexus4,nexus4_1,0
134494,4.137129,1.379043,9.040393,g,samsungold,samsungold_2,1
67979,-2.0075380000000003,-0.074220255,13.986926,e,s3mini,s3mini_1,2
19648,-2.9113130000000003,-1.379043,11.951706,d,samsungold,samsungold_1,0
81168,-2.4420857000000002,1.8866308999999997,11.760319,f,s3,s3_2,3
22950,-2.9113493,1.5227122,6.5601125,g,s3,s3_2,2
1278,-2.6601868,0.014419556000000004,9.821838,d,nexus4,nexus4_1,4
123125,0.4927826,-1.8168335,7.579330400000001,i,nexus4,nexus4_2,2
35527,-8.249130000000001,-2.339325,5.373916599999999,c,nexus4,nexus4_2,5
38330,-0.94810385,-1.0247183000000002,9.672575,c,s3,s3_1,1
127432,-2.432509,-2.528277,9.624691,i,s3,s3_2,3
112927,-1.5897499,-1.4173675,8.7532015,g,s3,s3_2,0
42778,8.0217285,0.13938904,6.297699,f,nexus4,nexus4_1,1
68987,3.8848114000000002,-0.6706848000000001,9.021835000000001,e,nexus4,nexus4_2,1
38483,-0.7366791,-1.6252136000000001,9.612167,c,nexus4,nexus4_2,1
22817,3.217767,0.4596810000000001,9.500074,d,samsungold,samsungold_2,1
117488,2.758086,-1.225816,9.19362,c,samsungold,samsungold_2,0
34784,-3.9624038,-0.770933,5.4396260000000005,f,s3mini,s3mini_1,2
101309,-0.6487732,-1.5244904,10.018219,c,nexus4,nexus4_1,1
116805,8.972855000000003,0.43856812,3.9349822999999997,b,nexus4,nexus4_2,1
46777,-2.1149139999999997,-0.60284424,6.7212067,b,nexus4,nexus4_2,5
8745,0.12484741,-0.4842682,10.328857000000001,a,nexus4,nexus4_1,1
63536,-3.1507695,0.5650316,8.0445175,c,s3,s3_2,5
20397,-4.987122,-1.8016368000000005,7.6087729999999985,d,s3mini,s3mini_1,5
7995,-1.9340057000000002,2.0893555,7.4519806,b,nexus4,nexus4_2,3
100629,-6.2700195,5.7546844,10.660919,g,nexus4,nexus4_1,3
55927,-0.03804016,2.6903992000000003,7.607895,g,nexus4,nexus4_2,0
6700,-1.3817596,-4.880371,12.776871,b,nexus4,nexus4_2,2
8748,3.8307227999999998,0.23942018,8.647857,e,s3,s3_2,1
72196,-9.730036,2.6527755,7.230489299999999,h,s3,s3_2,3
99498,-3.038498,0.71707153,9.940659,a,nexus4,nexus4_2,0
133161,-1.340753,-0.10534488,7.3645644,i,s3,s3_2,5
105618,-2.5292664,0.097732544,10.237213,b,nexus4,nexus4_1,5
27863,-2.2589292999999997,0.35553896,9.188946000000001,b,s3mini,s3mini_1,4
84023,-2.758086,1.8387240000000002,12.25816,f,samsungold,samsungold_1,3
91652,-0.153227,1.225816,14.556564999999999,i,samsungold,samsungold_2,5
104406,-1.8008727999999998,0.03703308,6.773772999999999,b,nexus4,nexus4_1,5
82739,-5.516464,-1.6216431,8.308914,c,nexus4,nexus4_2,0
93810,5.4033203,0.66664124,8.718536,i,nexus4,nexus4_1,1
18197,-5.209718,1.8387240000000002,8.274258,h,samsungold,samsungold_2,4
134206,5.2904205,0.2505188,8.274399,i,nexus4,nexus4_2,1
60395,-0.045181274,-1.9429932,7.5126800000000005,f,nexus4,nexus4_2,5
27348,-1.4138947,-4.130554,13.325546,e,nexus4,nexus4_2,5
124394,-4.4113164000000005,1.6017209,8.312667999999999,h,s3mini,s3mini_1,4
38017,0.80086046,-0.94930094,6.631939,a,s3mini,s3mini_1,2
128229,3.8690300000000004,0.15322891,8.714894000000001,e,s3,s3_2,1
32282,-4.3574470000000005,0.18195933,9.385271000000001,g,s3,s3_2,2
52978,-2.249405,1.3074036,9.676437,i,nexus4,nexus4_2,0
22790,-2.298405,0.153227,5.8226260000000005,b,samsungold,samsungold_2,3
162,-1.3886370000000001,-0.7469909,4.4244847,e,s3,s3_2,5
123462,-1.236557,-1.5704651,9.670486,c,nexus4,nexus4_2,1
98855,-0.35553896,0.32680854,9.436746000000001,a,s3mini,s3mini_1,1
50480,-6.9673004,1.374054,7.2520294000000005,a,nexus4,nexus4_2,3
47641,1.5518798999999999,0.37742615,10.102722,h,nexus4,nexus4_1,1
73814,4.3214417,1.42836,9.260071,g,nexus4,nexus4_1,1
44381,4.5858307,6.6858520000000015,28.465897,e,nexus4,nexus4_2,2
124510,-0.14056396,-0.25575256,10.232452,i,nexus4,nexus4_1,4
